id,mass,sources,formula_diff
EVODEX.2-M122,-143.07357,"EVODEX.2-P4020,EVODEX.2-P4082,EVODEX.2-P4088,EVODEX.2-P4158,EVODEX.2-P4167,EVODEX.2-P4247,EVODEX.2-P4713,EVODEX.2-P4714,EVODEX.2-P4851,EVODEX.2-P4885","{""C"": -10, ""H"": -9, ""N"": -1}"
EVODEX.2-M323,-175.06337,"EVODEX.2-P4515,EVODEX.2-P4764,EVODEX.2-P4911,EVODEX.2-P4919,EVODEX.2-P4925","{""C"": -10, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2-M324,-191.05827,"EVODEX.2-P4285,EVODEX.2-P4305,EVODEX.2-P4321,EVODEX.2-P4322,EVODEX.2-P4356","{""C"": -10, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2-M325,-207.05317,"EVODEX.2-P2744,EVODEX.2-P2745,EVODEX.2-P2749,EVODEX.2-P2755,EVODEX.2-P2756","{""C"": -10, ""H"": -9, ""N"": -1, ""O"": -4}"
EVODEX.2-M123,-186.07940000000002,"EVODEX.2-P3563,EVODEX.2-P4000,EVODEX.2-P4009,EVODEX.2-P4059,EVODEX.2-P4062,EVODEX.2-P4093,EVODEX.2-P4354,EVODEX.2-P4370,EVODEX.2-P4805,EVODEX.2-P5542","{""C"": -11, ""H"": -10, ""N"": -2, ""O"": -1}"
EVODEX.2-M172,-218.06920000000002,"EVODEX.2-P4037,EVODEX.2-P4072,EVODEX.2-P4074,EVODEX.2-P4075,EVODEX.2-P4079,EVODEX.2-P4562,EVODEX.2-P4571,EVODEX.2-P4573,EVODEX.2-P4577","{""C"": -11, ""H"": -10, ""N"": -2, ""O"": -3}"
EVODEX.2-M326,-173.08413,"EVODEX.2-P4222,EVODEX.2-P4721,EVODEX.2-P4724,EVODEX.2-P4728,EVODEX.2-P4847","{""C"": -11, ""H"": -11, ""N"": -1, ""O"": -1}"
EVODEX.2-M124,-204.08996000000002,"EVODEX.2-P2521,EVODEX.2-P2522,EVODEX.2-P2525,EVODEX.2-P2549,EVODEX.2-P2691,EVODEX.2-P4353,EVODEX.2-P4412,EVODEX.2-P4804,EVODEX.2-P5300,EVODEX.2-P5541","{""C"": -11, ""H"": -12, ""N"": -2, ""O"": -2}"
EVODEX.2-M592,-220.08486000000002,EVODEX.2-P4565,"{""C"": -11, ""H"": -12, ""N"": -2, ""O"": -3}"
EVODEX.2-M327,-298.09758,"EVODEX.2-P2186,EVODEX.2-P2215,EVODEX.2-P2231,EVODEX.2-P2235,EVODEX.2-P2260","{""C"": -11, ""H"": -16, ""N"": -5, ""O"": -3, ""S"": -1}"
EVODEX.2-M328,-286.12784,"EVODEX.2-P5110,EVODEX.2-P5111,EVODEX.2-P5112,EVODEX.2-P5113,EVODEX.2-P5114","{""C"": -11, ""H"": -18, ""N"": -4, ""O"": -5}"
EVODEX.2-M125,-200.05864,"EVODEX.2-P4038,EVODEX.2-P4073,EVODEX.2-P4076,EVODEX.2-P4077,EVODEX.2-P4078,EVODEX.2-P4560,EVODEX.2-P4564,EVODEX.2-P4568,EVODEX.2-P4570,EVODEX.2-P4574","{""C"": -11, ""H"": -8, ""N"": -2, ""O"": -2}"
EVODEX.2-M331,-155.07357,"EVODEX.2-P4255,EVODEX.2-P4720,EVODEX.2-P4723,EVODEX.2-P4725,EVODEX.2-P4726","{""C"": -11, ""H"": -9, ""N"": -1}"
EVODEX.2-M332,-203.05827,"EVODEX.2-P2518,EVODEX.2-P2530,EVODEX.2-P2548,EVODEX.2-P2680,EVODEX.2-P2690","{""C"": -11, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2-M333,-250.14314000000002,"EVODEX.2-P4270,EVODEX.2-P4273,EVODEX.2-P4276,EVODEX.2-P4279,EVODEX.2-P4280","{""C"": -12, ""H"": -18, ""N"": -4, ""O"": -2}"
EVODEX.2-M334,-268.15369999999996,"EVODEX.2-P4271,EVODEX.2-P4274,EVODEX.2-P4275,EVODEX.2-P4282,EVODEX.2-P4295","{""C"": -12, ""H"": -20, ""N"": -4, ""O"": -3}"
EVODEX.2-M335,-324.1056,"EVODEX.2-P1959,EVODEX.2-P3779,EVODEX.2-P3782,EVODEX.2-P3854,EVODEX.2-P3906","{""C"": -12, ""H"": -20, ""O"": -10}"
EVODEX.2-M336,-182.16716,"EVODEX.2-P5205,EVODEX.2-P5271,EVODEX.2-P5272,EVODEX.2-P5275,EVODEX.2-P5278","{""C"": -12, ""H"": -22, ""O"": -1}"
EVODEX.2-M337,-263.07939,"EVODEX.2-P4302,EVODEX.2-P4519,EVODEX.2-P4520,EVODEX.2-P4526,EVODEX.2-P4531","{""C"": -13, ""H"": -13, ""N"": -1, ""O"": -5}"
EVODEX.2-M338,-260.12748,"EVODEX.2-P4881,EVODEX.2-P4963,EVODEX.2-P4966,EVODEX.2-P4969,EVODEX.2-P4974","{""C"": -13, ""H"": -16, ""N"": -4, ""O"": -2}"
EVODEX.2-M339,-336.11837999999995,"EVODEX.2-P4288,EVODEX.2-P4289,EVODEX.2-P4509,EVODEX.2-P4824,EVODEX.2-P4905","{""C"": -13, ""H"": -16, ""N"": -6, ""O"": -5}"
EVODEX.2-M340,-354.12894,"EVODEX.2-P4507,EVODEX.2-P4508,EVODEX.2-P4596,EVODEX.2-P5106,EVODEX.2-P5107","{""C"": -13, ""H"": -18, ""N"": -6, ""O"": -6}"
EVODEX.2-M341,-269.17409,"EVODEX.2-P4828,EVODEX.2-P4830,EVODEX.2-P4832,EVODEX.2-P4834,EVODEX.2-P4836","{""C"": -13, ""H"": -23, ""N"": -3, ""O"": -3}"
EVODEX.2-M342,-287.18465,"EVODEX.2-P4827,EVODEX.2-P4829,EVODEX.2-P4831,EVODEX.2-P4833,EVODEX.2-P4835","{""C"": -13, ""H"": -25, ""N"": -3, ""O"": -4}"
EVODEX.2-M569,-394.07924999999994,"EVODEX.2-P6326,EVODEX.2-P6336","{""C"": -14, ""H"": -15, ""N"": -6, ""O"": -6, ""P"": -1}"
EVODEX.2-M343,-290.13804,"EVODEX.2-P4933,EVODEX.2-P4934,EVODEX.2-P4935,EVODEX.2-P4940,EVODEX.2-P4944","{""C"": -14, ""H"": -18, ""N"": -4, ""O"": -3}"
EVODEX.2-M344,-308.1486,"EVODEX.2-P4932,EVODEX.2-P4939,EVODEX.2-P4941,EVODEX.2-P4942,EVODEX.2-P4943","{""C"": -14, ""H"": -20, ""N"": -4, ""O"": -4}"
EVODEX.2-M20,-385.12963,"EVODEX.2-P1322,EVODEX.2-P1328,EVODEX.2-P1330,EVODEX.2-P1334,EVODEX.2-P1336,EVODEX.2-P1339,EVODEX.2-P1343,EVODEX.2-P1345,EVODEX.2-P1347,EVODEX.2-P1354,EVODEX.2-P1358,EVODEX.2-P1359,EVODEX.2-P1361,EVODEX.2-P1364,EVODEX.2-P1370,EVODEX.2-P1372,EVODEX.2-P1374,EVODEX.2-P1376,EVODEX.2-P1386,EVODEX.2-P1389,EVODEX.2-P1394,EVODEX.2-P1395,EVODEX.2-P1397,EVODEX.2-P1399,EVODEX.2-P1400,EVODEX.2-P1404,EVODEX.2-P1408,EVODEX.2-P1409,EVODEX.2-P1420,EVODEX.2-P1429,EVODEX.2-P1430,EVODEX.2-P1431,EVODEX.2-P1433,EVODEX.2-P1434,EVODEX.2-P1437","{""C"": -14, ""H"": -21, ""N"": -6, ""O"": -5, ""S"": -1}"
EVODEX.2-M345,-265.17919,"EVODEX.2-P4787,EVODEX.2-P4802,EVODEX.2-P4808,EVODEX.2-P4811,EVODEX.2-P4813","{""C"": -14, ""H"": -23, ""N"": -3, ""O"": -2}"
EVODEX.2-M346,-283.18975,"EVODEX.2-P4785,EVODEX.2-P4793,EVODEX.2-P4796,EVODEX.2-P4799,EVODEX.2-P4806","{""C"": -14, ""H"": -25, ""N"": -3, ""O"": -3}"
EVODEX.2-M126,-301.20031,"EVODEX.2-P4781,EVODEX.2-P4784,EVODEX.2-P4790,EVODEX.2-P4795,EVODEX.2-P4810","{""C"": -14, ""H"": -27, ""N"": -3, ""O"": -4}"
EVODEX.2-M347,-287.07939,"EVODEX.2-P5117,EVODEX.2-P5118,EVODEX.2-P5119,EVODEX.2-P5122,EVODEX.2-P5126","{""C"": -15, ""H"": -13, ""N"": -1, ""O"": -5}"
EVODEX.2-M348,-394.12384,"EVODEX.2-P4643,EVODEX.2-P4645,EVODEX.2-P4646,EVODEX.2-P4651,EVODEX.2-P4653","{""C"": -15, ""H"": -18, ""N"": -6, ""O"": -7}"
EVODEX.2-M349,-412.1344,"EVODEX.2-P4634,EVODEX.2-P4636,EVODEX.2-P4644,EVODEX.2-P4650,EVODEX.2-P4652","{""C"": -15, ""H"": -20, ""N"": -6, ""O"": -8}"
EVODEX.2-M350,-556.0721599999999,"EVODEX.2-P6381,EVODEX.2-P6390,EVODEX.2-P6392,EVODEX.2-P6410,EVODEX.2-P6420","{""C"": -15, ""H"": -22, ""N"": -6, ""O"": -13, ""P"": -2}"
EVODEX.2-M351,-297.11145,"EVODEX.2-P4174,EVODEX.2-P4176,EVODEX.2-P4177,EVODEX.2-P4178,EVODEX.2-P4180","{""C"": -16, ""H"": -15, ""N"": -3, ""O"": -3}"
EVODEX.2-M352,-315.12201,"EVODEX.2-P4172,EVODEX.2-P4173,EVODEX.2-P4175,EVODEX.2-P4179,EVODEX.2-P4181","{""C"": -16, ""H"": -17, ""N"": -3, ""O"": -4}"
EVODEX.2-M353,-290.16316,"EVODEX.2-P4142,EVODEX.2-P4143,EVODEX.2-P4145,EVODEX.2-P4148,EVODEX.2-P4149","{""C"": -16, ""H"": -22, ""N"": -2, ""O"": -3}"
EVODEX.2-M354,-308.17372,"EVODEX.2-P4144,EVODEX.2-P4146,EVODEX.2-P4147,EVODEX.2-P4150,EVODEX.2-P4151","{""C"": -16, ""H"": -24, ""N"": -2, ""O"": -4}"
EVODEX.2-M355,-309.20541,"EVODEX.2-P4987,EVODEX.2-P4995,EVODEX.2-P4996,EVODEX.2-P5000,EVODEX.2-P5002","{""C"": -16, ""H"": -27, ""N"": -3, ""O"": -3}"
EVODEX.2-M356,-327.21596999999997,"EVODEX.2-P4997,EVODEX.2-P4999,EVODEX.2-P5001,EVODEX.2-P5003,EVODEX.2-P5004","{""C"": -16, ""H"": -29, ""N"": -3, ""O"": -4}"
EVODEX.2-M357,-238.2298,"EVODEX.2-P1576,EVODEX.2-P1776,EVODEX.2-P3374,EVODEX.2-P3531,EVODEX.2-P3569","{""C"": -16, ""H"": -30, ""O"": -1}"
EVODEX.2-M358,-256.24036,"EVODEX.2-P3453,EVODEX.2-P3506,EVODEX.2-P3509,EVODEX.2-P3567,EVODEX.2-P3570","{""C"": -16, ""H"": -32, ""O"": -2}"
EVODEX.2-M359,-281.10524999999996,"EVODEX.2-P4281,EVODEX.2-P4304,EVODEX.2-P4310,EVODEX.2-P4314,EVODEX.2-P4366","{""C"": -17, ""H"": -15, ""N"": -1, ""O"": -3}"
EVODEX.2-M360,-358.11654,"EVODEX.2-P5120,EVODEX.2-P5121,EVODEX.2-P5123,EVODEX.2-P5124,EVODEX.2-P5125","{""C"": -18, ""H"": -18, ""N"": -2, ""O"": -6}"
EVODEX.2-M533,-595.1018099999999,"EVODEX.2-P1577,EVODEX.2-P1578,EVODEX.2-P1579,EVODEX.2-P1582","{""C"": -18, ""H"": -27, ""N"": -7, ""O"": -10, ""P"": -2, ""S"": -1}"
EVODEX.2-M593,-260.21414,EVODEX.2-P3507,"{""C"": -18, ""H"": -28, ""O"": -1}"
EVODEX.2-M594,-597.1174699999999,EVODEX.2-P1718,"{""C"": -18, ""H"": -29, ""N"": -7, ""O"": -10, ""P"": -2, ""S"": -1}"
EVODEX.2-M570,-262.2298,"EVODEX.2-P1751,EVODEX.2-P5480","{""C"": -18, ""H"": -30, ""O"": -1}"
EVODEX.2-M534,-264.24546,"EVODEX.2-P1601,EVODEX.2-P3456,EVODEX.2-P3460,EVODEX.2-P5551","{""C"": -18, ""H"": -32, ""O"": -1}"
EVODEX.2-M547,-266.26112,"EVODEX.2-P5344,EVODEX.2-P5475,EVODEX.2-P5476","{""C"": -18, ""H"": -34, ""O"": -1}"
EVODEX.2-M361,-281.27205,"EVODEX.2-P5342,EVODEX.2-P5348,EVODEX.2-P5352,EVODEX.2-P5356,EVODEX.2-P5360","{""C"": -18, ""H"": -35, ""N"": -1, ""O"": -1}"
EVODEX.2-M362,-299.28261000000003,"EVODEX.2-P5339,EVODEX.2-P5341,EVODEX.2-P5350,EVODEX.2-P5355,EVODEX.2-P5359","{""C"": -18, ""H"": -37, ""N"": -1, ""O"": -2}"
EVODEX.2-M571,-525.13752,"EVODEX.2-P6414,EVODEX.2-P6423","{""C"": -19, ""H"": -24, ""N"": -7, ""O"": -9, ""P"": -1}"
EVODEX.2-M363,-692.0834299999999,"EVODEX.2-P1547,EVODEX.2-P1548,EVODEX.2-P1663,EVODEX.2-P1769,EVODEX.2-P1775","{""C"": -19, ""H"": -31, ""N"": -6, ""O"": -14, ""P"": -3, ""S"": -1}"
EVODEX.2-M364,-382.25822,"EVODEX.2-P4782,EVODEX.2-P4783,EVODEX.2-P4791,EVODEX.2-P4797,EVODEX.2-P4803","{""C"": -19, ""H"": -34, ""N"": -4, ""O"": -4}"
EVODEX.2-M365,-454.26552,"EVODEX.2-P4705,EVODEX.2-P4706,EVODEX.2-P4708,EVODEX.2-P4709,EVODEX.2-P4710","{""C"": -19, ""H"": -34, ""N"": -8, ""O"": -5}"
EVODEX.2-M90,-25.979239999999997,"EVODEX.2-P5435,EVODEX.2-P5443,EVODEX.2-P5445,EVODEX.2-P5447,EVODEX.2-P5452,EVODEX.2-P5455,EVODEX.2-P5469,EVODEX.2-P5473,EVODEX.2-P5481,EVODEX.2-P5482","{""C"": -1, ""H"": 2, ""O"": -1}"
EVODEX.2-M127,-27.010930000000002,"EVODEX.2-P5822,EVODEX.2-P5824,EVODEX.2-P5826,EVODEX.2-P5828,EVODEX.2-P5831,EVODEX.2-P5832,EVODEX.2-P5837,EVODEX.2-P5841,EVODEX.2-P5845,EVODEX.2-P5900","{""C"": -1, ""H"": -1, ""N"": -1}"
EVODEX.2-M366,-43.00583,"EVODEX.2-P1458,EVODEX.2-P5439,EVODEX.2-P5448,EVODEX.2-P5483,EVODEX.2-P5622","{""C"": -1, ""H"": -1, ""N"": -1, ""O"": -1}"
EVODEX.2-M367,65.95067,"EVODEX.2-P2145,EVODEX.2-P2148,EVODEX.2-P2152,EVODEX.2-P2154,EVODEX.2-P2157","{""C"": -1, ""H"": -1, ""O"": 3, ""P"": 1}"
EVODEX.2-M572,-123.95612999999999,"EVODEX.2-P6934,EVODEX.2-P6937","{""C"": -1, ""H"": -1, ""O"": -5, ""P"": -1}"
EVODEX.2-M88,-14.01566,"EVODEX.2-P1265,EVODEX.2-P1284,EVODEX.2-P1287,EVODEX.2-P1294,EVODEX.2-P1367,EVODEX.2-P2110,EVODEX.2-P3395,EVODEX.2-P3457,EVODEX.2-P3586,EVODEX.2-P3810,EVODEX.2-P4441,EVODEX.2-P4715,EVODEX.2-P703","{""C"": -1, ""H"": -2}"
EVODEX.2-M368,-42.021860000000004,"EVODEX.2-P1471,EVODEX.2-P4718,EVODEX.2-P4839,EVODEX.2-P5618,EVODEX.2-P5621","{""C"": -1, ""H"": -2, ""N"": -2}"
EVODEX.2-M91,-30.010559999999998,"EVODEX.2-P114,EVODEX.2-P216,EVODEX.2-P218,EVODEX.2-P230,EVODEX.2-P233,EVODEX.2-P241,EVODEX.2-P658","{""C"": -1, ""H"": -2, ""O"": -1}"
EVODEX.2-M369,-46.00546,"EVODEX.2-P1756,EVODEX.2-P732,EVODEX.2-P739,EVODEX.2-P846,EVODEX.2-P873","{""C"": -1, ""H"": -2, ""O"": -2}"
EVODEX.2-M92,-62.00036,"EVODEX.2-P224,EVODEX.2-P227,EVODEX.2-P232,EVODEX.2-P234,EVODEX.2-P237,EVODEX.2-P244,EVODEX.2-P659","{""C"": -1, ""H"": -2, ""O"": -3}"
EVODEX.2-M184,-15.023489999999999,"EVODEX.2-P1321,EVODEX.2-P1382,EVODEX.2-P1383,EVODEX.2-P1396,EVODEX.2-P1441","{""C"": -1, ""H"": -3}"
EVODEX.2-M370,-13.03169,"EVODEX.2-P5193,EVODEX.2-P5390,EVODEX.2-P5394,EVODEX.2-P5396,EVODEX.2-P5403","{""C"": -1, ""H"": -3, ""N"": -1, ""O"": 1}"
EVODEX.2-M61,-32.02622,"EVODEX.2-P2140,EVODEX.2-P2142,EVODEX.2-P2144,EVODEX.2-P2151,EVODEX.2-P2156,EVODEX.2-P3400,EVODEX.2-P3512,EVODEX.2-P3524,EVODEX.2-P3549,EVODEX.2-P3562,EVODEX.2-P4529,EVODEX.2-P4532,EVODEX.2-P4533,EVODEX.2-P4630,EVODEX.2-P4736","{""C"": -1, ""H"": -4, ""O"": -1}"
EVODEX.2-M373,-31.04225,"EVODEX.2-P5192,EVODEX.2-P5389,EVODEX.2-P5393,EVODEX.2-P5395,EVODEX.2-P5400","{""C"": -1, ""H"": -5, ""N"": -1}"
EVODEX.2-M51,-27.9949,"EVODEX.2-P1261,EVODEX.2-P1447,EVODEX.2-P1448,EVODEX.2-P1451,EVODEX.2-P1452,EVODEX.2-P275,EVODEX.2-P480,EVODEX.2-P5498,EVODEX.2-P5499,EVODEX.2-P5502,EVODEX.2-P5503,EVODEX.2-P5508,EVODEX.2-P5510,EVODEX.2-P5515,EVODEX.2-P5517,EVODEX.2-P5522,EVODEX.2-P5524,EVODEX.2-P684","{""C"": -1, ""O"": -1}"
EVODEX.2-M12,-43.9898,"EVODEX.2-P1482,EVODEX.2-P1485,EVODEX.2-P1499,EVODEX.2-P1500,EVODEX.2-P1502,EVODEX.2-P1508,EVODEX.2-P2481,EVODEX.2-P2496,EVODEX.2-P3340,EVODEX.2-P5763,EVODEX.2-P5771,EVODEX.2-P5774,EVODEX.2-P5779,EVODEX.2-P5780,EVODEX.2-P5784,EVODEX.2-P5805,EVODEX.2-P5806,EVODEX.2-P5811,EVODEX.2-P5812,EVODEX.2-P5813","{""C"": -1, ""O"": -2}"
EVODEX.2-M551,-59.9847,"EVODEX.2-P253,EVODEX.2-P479,EVODEX.2-P481","{""C"": -1, ""O"": -3}"
EVODEX.2-M374,-521.1985099999999,"EVODEX.2-P4613,EVODEX.2-P4617,EVODEX.2-P4624,EVODEX.2-P4821,EVODEX.2-P4915","{""C"": -20, ""H"": -27, ""N"": -9, ""O"": -8}"
EVODEX.2-M375,-400.22254,"EVODEX.2-P4751,EVODEX.2-P4752,EVODEX.2-P4753,EVODEX.2-P4755,EVODEX.2-P4756","{""C"": -20, ""H"": -28, ""N"": -6, ""O"": -3}"
EVODEX.2-M376,-460.21854,"EVODEX.2-P4623,EVODEX.2-P4660,EVODEX.2-P4661,EVODEX.2-P4822,EVODEX.2-P4825","{""C"": -20, ""H"": -28, ""N"": -8, ""O"": -5}"
EVODEX.2-M377,-539.20907,"EVODEX.2-P4608,EVODEX.2-P4614,EVODEX.2-P4616,EVODEX.2-P4618,EVODEX.2-P4620","{""C"": -20, ""H"": -29, ""N"": -9, ""O"": -9}"
EVODEX.2-M378,-441.16499000000005,"EVODEX.2-P5081,EVODEX.2-P5082,EVODEX.2-P5083,EVODEX.2-P5087,EVODEX.2-P5088","{""C"": -21, ""H"": -23, ""N"": -5, ""O"": -6}"
EVODEX.2-M379,-459.17554999999993,"EVODEX.2-P5079,EVODEX.2-P5080,EVODEX.2-P5084,EVODEX.2-P5085,EVODEX.2-P5086","{""C"": -21, ""H"": -25, ""N"": -5, ""O"": -7}"
EVODEX.2-M380,-461.23893,"EVODEX.2-P4265,EVODEX.2-P4486,EVODEX.2-P4488,EVODEX.2-P4489,EVODEX.2-P5060","{""C"": -21, ""H"": -31, ""N"": -7, ""O"": -5}"
EVODEX.2-M573,-763.0841599999999,"EVODEX.2-P80,EVODEX.2-P858","{""C"": -21, ""H"": -32, ""N"": -7, ""O"": -16, ""P"": -3, ""S"": -1}"
EVODEX.2-M382,-451.24329000000006,"EVODEX.2-P5008,EVODEX.2-P5009,EVODEX.2-P5010,EVODEX.2-P5011,EVODEX.2-P5012","{""C"": -21, ""H"": -33, ""N"": -5, ""O"": -6}"
EVODEX.2-M175,-669.1385899999999,"EVODEX.2-P1644,EVODEX.2-P1646,EVODEX.2-P1652,EVODEX.2-P1657,EVODEX.2-P1661","{""C"": -21, ""H"": -33, ""N"": -7, ""O"": -12, ""P"": -2, ""S"": -1}"
EVODEX.2-M383,-479.24949000000004,"EVODEX.2-P4484,EVODEX.2-P4485,EVODEX.2-P4487,EVODEX.2-P4490,EVODEX.2-P5061","{""C"": -21, ""H"": -33, ""N"": -7, ""O"": -6}"
EVODEX.2-M62,-749.10492,"EVODEX.2-P1603,EVODEX.2-P1906,EVODEX.2-P1915,EVODEX.2-P1919,EVODEX.2-P1924,EVODEX.2-P1932,EVODEX.2-P1938,EVODEX.2-P1944,EVODEX.2-P1947,EVODEX.2-P1949,EVODEX.2-P1952,EVODEX.2-P3337,EVODEX.2-P3639,EVODEX.2-P3641,EVODEX.2-P6177","{""C"": -21, ""H"": -34, ""N"": -7, ""O"": -15, ""P"": -3, ""S"": -1}"
EVODEX.2-M552,-765.0998199999999,"EVODEX.2-P723,EVODEX.2-P827,EVODEX.2-P854","{""C"": -21, ""H"": -34, ""N"": -7, ""O"": -16, ""P"": -3, ""S"": -1}"
EVODEX.2-M384,-437.26404999999994,"EVODEX.2-P4988,EVODEX.2-P4990,EVODEX.2-P4993,EVODEX.2-P4994,EVODEX.2-P5015","{""C"": -21, ""H"": -35, ""N"": -5, ""O"": -5}"
EVODEX.2-M8,-767.1154799999999,"EVODEX.2-P1518,EVODEX.2-P1523,EVODEX.2-P1524,EVODEX.2-P1529,EVODEX.2-P1530,EVODEX.2-P1533,EVODEX.2-P1536,EVODEX.2-P1538,EVODEX.2-P1539,EVODEX.2-P1542,EVODEX.2-P1555,EVODEX.2-P1558,EVODEX.2-P1559,EVODEX.2-P1563,EVODEX.2-P1565,EVODEX.2-P1569,EVODEX.2-P1573,EVODEX.2-P1585,EVODEX.2-P1590,EVODEX.2-P1593,EVODEX.2-P1602,EVODEX.2-P1616,EVODEX.2-P1625,EVODEX.2-P1627,EVODEX.2-P1629,EVODEX.2-P1630,EVODEX.2-P1632,EVODEX.2-P1635,EVODEX.2-P1637,EVODEX.2-P1643,EVODEX.2-P1651,EVODEX.2-P1653,EVODEX.2-P1656,EVODEX.2-P1682,EVODEX.2-P1684,EVODEX.2-P1688,EVODEX.2-P1689,EVODEX.2-P1691,EVODEX.2-P1714,EVODEX.2-P1722,EVODEX.2-P1727,EVODEX.2-P1757,EVODEX.2-P1762,EVODEX.2-P1764,EVODEX.2-P1765,EVODEX.2-P1767,EVODEX.2-P1774,EVODEX.2-P1778,EVODEX.2-P1779,EVODEX.2-P1788,EVODEX.2-P1803,EVODEX.2-P1814,EVODEX.2-P1817,EVODEX.2-P1819,EVODEX.2-P1825,EVODEX.2-P1833,EVODEX.2-P1836,EVODEX.2-P1837,EVODEX.2-P1844,EVODEX.2-P1846,EVODEX.2-P1851,EVODEX.2-P1908,EVODEX.2-P1912,EVODEX.2-P1916,EVODEX.2-P1917,EVODEX.2-P1921,EVODEX.2-P1933,EVODEX.2-P1939,EVODEX.2-P1942,EVODEX.2-P1951,EVODEX.2-P1954,EVODEX.2-P3634,EVODEX.2-P3636,EVODEX.2-P3638,EVODEX.2-P5427","{""C"": -21, ""H"": -36, ""N"": -7, ""O"": -16, ""P"": -3, ""S"": -1}"
EVODEX.2-M385,-455.27461,"EVODEX.2-P4979,EVODEX.2-P4991,EVODEX.2-P4992,EVODEX.2-P5014,EVODEX.2-P5017","{""C"": -21, ""H"": -37, ""N"": -5, ""O"": -6}"
EVODEX.2-M386,-422.20687999999996,"EVODEX.2-P4373,EVODEX.2-P4380,EVODEX.2-P4384,EVODEX.2-P4385,EVODEX.2-P4682","{""C"": -22, ""H"": -26, ""N"": -6, ""O"": -3}"
EVODEX.2-M387,-811.10528,"EVODEX.2-P1728,EVODEX.2-P1732,EVODEX.2-P1734,EVODEX.2-P1740,EVODEX.2-P1743","{""C"": -22, ""H"": -36, ""N"": -7, ""O"": -18, ""P"": -3, ""S"": -1}"
EVODEX.2-M388,-498.28044,"EVODEX.2-P4936,EVODEX.2-P4937,EVODEX.2-P4938,EVODEX.2-P4945,EVODEX.2-P4946","{""C"": -22, ""H"": -38, ""N"": -6, ""O"": -7}"
EVODEX.2-M389,-485.23893,"EVODEX.2-P4683,EVODEX.2-P4685,EVODEX.2-P4686,EVODEX.2-P4687,EVODEX.2-P4692","{""C"": -23, ""H"": -31, ""N"": -7, ""O"": -5}"
EVODEX.2-M390,-503.24949000000004,"EVODEX.2-P4690,EVODEX.2-P4691,EVODEX.2-P4694,EVODEX.2-P4695,EVODEX.2-P4700","{""C"": -23, ""H"": -33, ""N"": -7, ""O"": -6}"
EVODEX.2-M391,-638.27754,"EVODEX.2-P4859,EVODEX.2-P4860,EVODEX.2-P4862,EVODEX.2-P4871,EVODEX.2-P4873","{""C"": -25, ""H"": -38, ""N"": -10, ""O"": -10}"
EVODEX.2-M392,-656.2881,"EVODEX.2-P4857,EVODEX.2-P4858,EVODEX.2-P4870,EVODEX.2-P5043,EVODEX.2-P5048","{""C"": -25, ""H"": -40, ""N"": -10, ""O"": -11}"
EVODEX.2-M393,-851.1365999999998,"EVODEX.2-P3348,EVODEX.2-P3354,EVODEX.2-P3358,EVODEX.2-P3364,EVODEX.2-P3368","{""C"": -25, ""H"": -40, ""N"": -7, ""O"": -18, ""P"": -3, ""S"": -1}"
EVODEX.2-M394,-516.3176,"EVODEX.2-P4863,EVODEX.2-P4864,EVODEX.2-P4866,EVODEX.2-P4867,EVODEX.2-P4869","{""C"": -25, ""H"": -40, ""N"": -8, ""O"": -4}"
EVODEX.2-M395,-507.21197,"EVODEX.2-P5089,EVODEX.2-P5090,EVODEX.2-P5099,EVODEX.2-P5100,EVODEX.2-P5101","{""C"": -26, ""H"": -29, ""N"": -5, ""O"": -6}"
EVODEX.2-M396,-493.23273,"EVODEX.2-P5102,EVODEX.2-P5103,EVODEX.2-P5104,EVODEX.2-P5147,EVODEX.2-P5157","{""C"": -26, ""H"": -31, ""N"": -5, ""O"": -5}"
EVODEX.2-M397,-620.3034,"EVODEX.2-P5146,EVODEX.2-P5161,EVODEX.2-P5163,EVODEX.2-P5168,EVODEX.2-P5173","{""C"": -26, ""H"": -40, ""N"": -10, ""O"": -8}"
EVODEX.2-M398,-638.31396,"EVODEX.2-P5144,EVODEX.2-P5145,EVODEX.2-P5160,EVODEX.2-P5162,EVODEX.2-P5172","{""C"": -26, ""H"": -42, ""N"": -10, ""O"": -9}"
EVODEX.2-M399,-648.2982999999999,"EVODEX.2-P5038,EVODEX.2-P5040,EVODEX.2-P5042,EVODEX.2-P5044,EVODEX.2-P5046","{""C"": -27, ""H"": -40, ""N"": -10, ""O"": -9}"
EVODEX.2-M400,-666.30886,"EVODEX.2-P5037,EVODEX.2-P5039,EVODEX.2-P5041,EVODEX.2-P5045,EVODEX.2-P5047","{""C"": -27, ""H"": -42, ""N"": -10, ""O"": -10}"
EVODEX.2-M401,-386.35508,"EVODEX.2-P3461,EVODEX.2-P3462,EVODEX.2-P3464,EVODEX.2-P3465,EVODEX.2-P3466","{""C"": -27, ""H"": -46, ""O"": -1}"
EVODEX.2-M402,-639.28811,"EVODEX.2-P4580,EVODEX.2-P5092,EVODEX.2-P5095,EVODEX.2-P5096,EVODEX.2-P5097","{""C"": -28, ""H"": -37, ""N"": -11, ""O"": -7}"
