id,label,id_label,color
1120,PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,1120 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,#99FF73
1121,PARN-MDRNd-NTS Gbx2 Gly-Gaba_2,1121 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2,#00CC93
1122,PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,1122 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,#99FFC4
1123,PARN-MDRNd-NTS Gbx2 Gly-Gaba_4,1123 PARN-MDRNd-NTS Gbx2 Gly-Gaba_4,#45997D
1124,PARN-MDRNd-NTS Gbx2 Gly-Gaba_5,1124 PARN-MDRNd-NTS Gbx2 Gly-Gaba_5,#A1CC3D
1125,PARN-MDRNd-NTS Gbx2 Gly-Gaba_6,1125 PARN-MDRNd-NTS Gbx2 Gly-Gaba_6,#999245
1126,PARN-MDRNd-NTS Gbx2 Gly-Gaba_7,1126 PARN-MDRNd-NTS Gbx2 Gly-Gaba_7,#C000FF
1127,MV Nr4a2 Gly-Gaba_1,1127 MV Nr4a2 Gly-Gaba_1,#663D57
1128,MV Xdh Gly-Gaba_1,1128 MV Xdh Gly-Gaba_1,#3300FF
1129,IRN Dmbx1 Pax2 Gly-Gaba_1,1129 IRN Dmbx1 Pax2 Gly-Gaba_1,#FFD199
1130,NTS-PARN Neurod2 Gly-Gaba_1,1130 NTS-PARN Neurod2 Gly-Gaba_1,#3D5666
1131,NTS-PARN Neurod2 Gly-Gaba_2,1131 NTS-PARN Neurod2 Gly-Gaba_2,#0015CC
1132,NTS-PARN Neurod2 Gly-Gaba_3,1132 NTS-PARN Neurod2 Gly-Gaba_3,#729945
1133,NTS-PARN Neurod2 Gly-Gaba_4,1133 NTS-PARN Neurod2 Gly-Gaba_4,#4E2E99
1134,NTS-PARN Neurod2 Gly-Gaba_5,1134 NTS-PARN Neurod2 Gly-Gaba_5,#3D6466
1135,NTS-PARN Neurod2 Gly-Gaba_6,1135 NTS-PARN Neurod2 Gly-Gaba_6,#5CCC8C
1136,SPVI-SPVC Sall3 Nfib Gly-Gaba_1,1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,#663D65
1137,SPVI-SPVC Sall3 Nfib Gly-Gaba_2,1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,#4D6FFF
1138,SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,#19660F
1139,SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,1139 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,#FF804D
1140,RO-RPA Pkd2l1 Gaba_1,1140 RO-RPA Pkd2l1 Gaba_1,#998845
1141,DCO Il22 Gly-Gaba_1,1141 DCO Il22 Gly-Gaba_1,#00FF71
1142,DCO Il22 Gly-Gaba_2,1142 DCO Il22 Gly-Gaba_2,#4E1F66
1143,DCO Il22 Gly-Gaba_3,1143 DCO Il22 Gly-Gaba_3,#E0FF26
1144,CB PLI Gly-Gaba_1,1144 CB PLI Gly-Gaba_1,#E626FF
1145,CB PLI Gly-Gaba_2,1145 CB PLI Gly-Gaba_2,#5CB6CC
1146,CB PLI Gly-Gaba_3,1146 CB PLI Gly-Gaba_3,#1F6628
1147,CB PLI Gly-Gaba_4,1147 CB PLI Gly-Gaba_4,#5D662E
1148,CBX Golgi Gly-Gaba_1,1148 CBX Golgi Gly-Gaba_1,#992F2E
1149,CBX MLI Megf11 Gaba_1,1149 CBX MLI Megf11 Gaba_1,#246600
1150,CBX MLI Megf11 Gaba_2,1150 CBX MLI Megf11 Gaba_2,#911799
1151,CBX MLI Cdh22 Gaba_1,1151 CBX MLI Cdh22 Gaba_1,#3DA4CC
1152,CBX Purkinje Gaba_1,1152 CBX Purkinje Gaba_1,#5ddbdd
1153,CBX Purkinje Gaba_2,1153 CBX Purkinje Gaba_2,#CC0030
1154,CB Granule Glut_1,1154 CB Granule Glut_1,#177399
1155,CB Granule Glut_2,1155 CB Granule Glut_2,#66632E
1156,DCO UBC Glut_1,1156 DCO UBC Glut_1,#0F6635
1157,Bergmann NN_1,1157 Bergmann NN_1,#991769
1158,Astro-CB NN_1,1158 Astro-CB NN_1,#FFB526
1159,Astro-NT NN_1,1159 Astro-NT NN_1,#350099
1160,Astro-NT NN_2,1160 Astro-NT NN_2,#1F8ECC
1161,Astro-TE NN_1,1161 Astro-TE NN_1,#FFB173
1162,Astro-TE NN_2,1162 Astro-TE NN_2,#FF263B
1163,Astro-TE NN_3,1163 Astro-TE NN_3,#a8afa5
1164,Astro-TE NN_4,1164 Astro-TE NN_4,#604a55
1165,Astro-TE NN_5,1165 Astro-TE NN_5,#B97300
1166,Astro-OLF NN_1,1166 Astro-OLF NN_1,#26FF8F
1167,Astro-OLF NN_2,1167 Astro-OLF NN_2,#E17300
1168,Astro-OLF NN_3,1168 Astro-OLF NN_3,#A200CC
1169,Astroependymal NN_1,1169 Astroependymal NN_1,#00C7CC
1170,Astroependymal NN_2,1170 Astroependymal NN_2,#FF003D
1171,Astroependymal NN_3,1171 Astroependymal NN_3,#FFD873
1172,Tanycyte NN_1,1172 Tanycyte NN_1,#26FFBF
1173,Tanycyte NN_2,1173 Tanycyte NN_2,#86CC5C
1174,Tanycyte NN_3,1174 Tanycyte NN_3,#ff99c8
1175,Ependymal NN_1,1175 Ependymal NN_1,#f7f18a
1176,Ependymal NN_2,1176 Ependymal NN_2,#949945
1177,Hypendymal NN_1,1177 Hypendymal NN_1,#C5FF73
1178,CHOR NN_1,1178 CHOR NN_1,#FF514D
1179,OPC NN_1,1179 OPC NN_1,#CC0049
1180,OPC NN_2,1180 OPC NN_2,#564860
1181,COP NN_1,1181 COP NN_1,#609945
1182,NFOL NN_2,1182 NFOL NN_2,#371FCC
1183,MFOL NN_3,1183 MFOL NN_3,#FF8F73
1184,MOL NN_4,1184 MOL NN_4,#99CAFF
1185,OEC NN_1,1185 OEC NN_1,#3D5266
1186,ABC NN_1,1186 ABC NN_1,#553D66
1187,VLMC NN_1,1187 VLMC NN_1,#66391F
1188,VLMC NN_2,1188 VLMC NN_2,#4D5CFF
1189,VLMC NN_3,1189 VLMC NN_3,#2E665B
1190,VLMC NN_4,1190 VLMC NN_4,#FF99B6
1191,Peri NN_1,1191 Peri NN_1,#2F00CC
1192,SMC NN_1,1192 SMC NN_1,#1F6566
1193,Endo NN_1,1193 Endo NN_1,#00992A
1194,Microglia NN_1,1194 Microglia NN_1,#62CC3D
1195,BAM NN_1,1195 BAM NN_1,#32662E
1196,Monocytes NN_1,1196 Monocytes NN_1,#C299FF
1197,DC NN_1,1197 DC NN_1,#FF999F
1198,B cells NN_1,1198 B cells NN_1,#660028
1199,ILC NN_2,1199 ILC NN_2,#00CC1C
1200,NK cells NN_3,1200 NK cells NN_3,#008199
1201,T cells NN_4,1201 T cells NN_4,#995E2E
1202,LQ_1,1202 LQ_1,#000000
