,all_time_peak,last_30_day_avg,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
446,34,1.02,14572.0,World of Zoo,PC,2009.0,Simulation,THQ,0.0,0.02,0.0,0.01,0.03
447,2405,20.84,3244.0,Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.22,0.11,0.09,0.62
448,2405,20.84,4610.0,Vanquish,X360,2010.0,Shooter,Sega,0.19,0.17,0.03,0.04,0.42
449,64085,2010.19,667.0,Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
450,64085,2010.19,3310.0,Half-Life 2,XB,2005.0,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
451,80,9.92,2755.0,Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
452,80,9.92,3318.0,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61
453,80,9.92,10213.0,Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
454,80,9.92,13539.0,Split/Second,PC,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04
455,376,13.71,2327.0,Call of Juarez: Bound in Blood,PS3,2009.0,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
456,376,13.71,3334.0,Call of Juarez: Bound in Blood,X360,2009.0,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.61
457,376,13.71,14222.0,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03
458,1227,306.53,3352.0,Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
459,1227,306.53,3956.0,Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
460,1227,306.53,9789.0,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
461,33467,903.12,282.0,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
462,33467,903.12,3360.0,Half-Life,PS2,2001.0,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6
463,70560,633.07,2826.0,XCOM: Enemy Unknown,PC,2012.0,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72
464,70560,633.07,3149.0,XCOM: Enemy Unknown,X360,2012.0,Strategy,Take-Two Interactive,0.36,0.23,0.0,0.05,0.64
465,70560,633.07,3370.0,XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6
466,276,7.3,3398.0,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
467,276,7.3,4031.0,Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
468,276,7.3,11933.0,Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
469,9690,34.4,3421.0,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59
470,9690,34.4,5026.0,Tales of Zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38
471,264,6.46,3490.0,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.58
472,264,6.46,5190.0,BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36
473,264,6.46,16143.0,BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,0.01
474,220,0.0,3497.0,Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58
475,220,0.0,12555.0,Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06
476,33,2.59,1935.0,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07
477,33,2.59,3200.0,Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63
478,33,2.59,3516.0,Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57
479,461,31.89,2412.0,Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
480,461,31.89,3524.0,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57
481,461,31.89,4010.0,Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
482,461,31.89,4855.0,Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4
483,461,31.89,14041.0,Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
484,352,31.15,3527.0,No More Heroes,Wii,2007.0,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
485,74024,1657.18,152.0,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
486,74024,1657.18,3592.0,Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
487,74024,1657.18,12676.0,Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06
488,865,90.74,3656.0,F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55
489,865,90.74,5366.0,F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34
490,1414,42.28,1868.0,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
491,1414,42.28,3723.0,Tales of Symphonia,PS3,2013.0,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54
492,59,4.19,3767.0,Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53
493,59,4.19,7813.0,Legacy of Kain: Defiance,XB,2003.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19
494,59,4.19,16450.0,Legacy of Kain: Defiance,PC,2003.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
495,15,3.64,3784.0,Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
496,1102,43.21,3804.0,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53
497,1102,43.21,4082.0,F.E.A.R. 2: Project Origin,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49
498,1102,43.21,11919.0,F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
499,227,13.29,3842.0,Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
500,227,13.29,7431.0,Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
501,1978,358.73,1924.0,Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07
502,1978,358.73,3850.0,Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,0.17,0.29,0.0,0.06,0.52
503,1978,358.73,14797.0,Bully: Scholarship Edition,PC,2008.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
504,287,24.49,3858.0,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
505,287,24.49,4284.0,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
506,287,24.49,4972.0,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
507,287,24.49,9421.0,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
508,287,24.49,11555.0,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
509,287,24.49,11809.0,Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
510,287,24.49,15629.0,Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
511,147,12.69,3860.0,Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52
512,147,12.69,7087.0,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23
513,147,12.69,9637.0,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
514,32235,574.55,3894.0,Lords of the Fallen,PS4,2014.0,Role-Playing,Square Enix,0.17,0.23,0.02,0.09,0.51
515,32235,574.55,7313.0,Lords of the Fallen,XOne,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22
516,32235,574.55,14472.0,Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
517,2706,83.56,3929.0,Quantum Break,XOne,2016.0,Action,Microsoft Game Studios,0.27,0.19,0.01,0.04,0.51
518,273,14.37,3936.0,Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
519,19930,421.12,1033.0,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
520,19930,421.12,1033.0,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
521,19930,421.12,1197.0,Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
522,19930,421.12,1197.0,Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
523,19930,421.12,3938.0,Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
524,19930,421.12,3938.0,Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
525,19930,421.12,5141.0,Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
526,19930,421.12,5141.0,Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
527,19930,421.12,9034.0,Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
528,19930,421.12,9034.0,Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
529,4578,90.94,,,,,,,,,,,
530,11808,425.51,1170.0,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
531,11808,425.51,1170.0,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
532,11808,425.51,3020.0,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
533,11808,425.51,3020.0,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
534,11808,425.51,3945.0,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
535,11808,425.51,3945.0,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
536,11808,425.51,4246.0,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
537,11808,425.51,4246.0,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
538,11808,425.51,4704.0,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
539,11808,425.51,4704.0,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
540,2775,21.07,,,,,,,,,,,
541,1227,306.53,3352.0,Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
542,1227,306.53,3956.0,Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
543,1227,306.53,9789.0,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
544,1137,91.02,3966.0,Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
545,1137,91.02,4875.0,Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
546,1137,91.02,9096.0,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14
547,1137,91.02,14084.0,Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
548,10761,264.98,1814.0,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
549,10761,264.98,3997.0,Alien: Isolation,XOne,2014.0,Shooter,Sega,0.22,0.24,0.0,0.04,0.5
550,10761,264.98,5089.0,Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.19,0.0,0.07,0.37
551,10761,264.98,5829.0,Alien: Isolation,X360,2014.0,Shooter,Sega,0.15,0.13,0.0,0.03,0.3
552,10761,264.98,8962.0,Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15
553,461,31.89,2412.0,Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
554,461,31.89,3524.0,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57
555,461,31.89,4010.0,Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
556,461,31.89,4855.0,Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4
557,461,31.89,14041.0,Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
558,4089,185.01,959.0,The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81
559,4089,185.01,2267.0,The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92
560,4089,185.01,3100.0,The Evil Within,XOne,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65
561,4089,185.01,4014.0,The Evil Within,X360,2014.0,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
562,4089,185.01,6300.0,The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27
563,276,7.3,3398.0,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
564,276,7.3,4031.0,Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
565,276,7.3,11933.0,Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
566,244,18.48,4034.0,Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.15,0.07,0.03,0.49
567,244,18.48,4858.0,Sonic Lost World,WiiU,2013.0,Platform,Sega,0.24,0.12,0.01,0.03,0.4
568,486918,21886.95,2843.0,Terraria,X360,2013.0,Action,505 Games,0.35,0.31,0.0,0.06,0.72
569,486918,21886.95,4053.0,Terraria,PS3,2013.0,Action,505 Games,0.07,0.26,0.09,0.07,0.49
570,486918,21886.95,8846.0,Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15
571,486918,21886.95,10260.0,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11
572,486918,21886.95,11620.0,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08
573,486918,21886.95,12442.0,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06
574,486918,21886.95,13772.0,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04
575,486918,21886.95,14850.0,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
576,1391,29.5,4060.0,Alone in the Dark,X360,2008.0,Adventure,Atari,0.14,0.3,0.0,0.05,0.49
577,1391,29.5,8041.0,Alone in the Dark,Wii,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,0.18
578,1391,29.5,12419.0,Alone in the Dark,PS2,2008.0,Adventure,Atari,0.03,0.02,0.0,0.01,0.06
579,1391,29.5,16396.0,Alone in the Dark,PC,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
580,1102,43.21,3804.0,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53
581,1102,43.21,4082.0,F.E.A.R. 2: Project Origin,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49
582,1102,43.21,11919.0,F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
583,1961,23.9,4101.0,Dark Sector,X360,2008.0,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
584,1961,23.9,4154.0,Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
585,413,26.48,1552.0,Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27
586,413,26.48,1908.0,Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08
587,413,26.48,4135.0,Tomb Raider: Underworld,Wii,2008.0,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48
588,413,26.48,7632.0,Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2
589,413,26.48,8163.0,Tomb Raider: Underworld,PS2,2009.0,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18
590,413,26.48,11485.0,Tomb Raider: Underworld,PC,2008.0,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08
591,1961,23.9,4101.0,Dark Sector,X360,2008.0,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
592,1961,23.9,4154.0,Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
593,6279,34.83,2209.0,Destroy All Humans!,PS2,2005.0,Shooter,THQ,0.78,0.03,0.0,0.13,0.94
594,6279,34.83,4232.0,Destroy All Humans!,XB,2005.0,Shooter,THQ,0.34,0.11,0.0,0.02,0.46
595,1703,35.69,4238.0,F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
596,1703,35.69,4350.0,F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
597,1703,35.69,8727.0,F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15
598,11808,425.51,1170.0,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
599,11808,425.51,1170.0,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
600,11808,425.51,3020.0,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
601,11808,425.51,3020.0,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
602,11808,425.51,3945.0,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
603,11808,425.51,3945.0,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
604,11808,425.51,4246.0,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
605,11808,425.51,4246.0,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
606,11808,425.51,4704.0,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
607,11808,425.51,4704.0,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
608,2775,21.07,,,,,,,,,,,
609,287,24.49,3858.0,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
610,287,24.49,4284.0,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
611,287,24.49,4972.0,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
612,287,24.49,9421.0,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
613,287,24.49,11555.0,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
614,287,24.49,11809.0,Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
615,287,24.49,15629.0,Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
616,460,5.24,4289.0,Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
617,460,5.24,7009.0,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23
618,460,5.24,10673.0,Sword Art Online: Lost Song,PS3,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
619,1703,35.69,4238.0,F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
620,1703,35.69,4350.0,F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
621,1703,35.69,8727.0,F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15
622,70,3.23,4364.0,Sphinx and the Cursed Mummy,PS2,2003.0,Action,THQ,0.22,0.17,0.0,0.06,0.45
623,70,3.23,9122.0,Sphinx and the Cursed Mummy,GC,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14
624,70,3.23,9996.0,Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
625,5731,91.54,,,,,,,,,,,
626,7558,341.54,2458.0,Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,0.42,0.21,0.11,0.1,0.84
627,7558,341.54,4478.0,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.44
628,12032,20.45,,,,,,,,,,,
629,5582,243.8,910.0,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
630,5582,243.8,1103.0,Max Payne 3,X360,2012.0,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
631,5582,243.8,4535.0,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43
632,2405,20.84,3244.0,Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.22,0.11,0.09,0.62
633,2405,20.84,4610.0,Vanquish,X360,2010.0,Shooter,Sega,0.19,0.17,0.03,0.04,0.42
634,3025,151.34,,,,,,,,,,,
635,742,8.21,,,,,,,,,,,
636,10904,951.52,4684.0,Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41
637,10904,951.52,6921.0,Danganronpa: Trigger Happy Havoc,PSP,,Misc,Unknown,0.0,0.0,0.24,0.0,0.24
638,2726,79.99,4689.0,Quake II,PS,1998.0,Shooter,Activision,0.23,0.16,0.0,0.03,0.41
639,2726,79.99,5888.0,Quake II,N64,1999.0,Shooter,Activision,0.24,0.06,0.0,0.0,0.3
640,11808,425.51,1170.0,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
641,11808,425.51,1170.0,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
642,11808,425.51,3020.0,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
643,11808,425.51,3020.0,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
644,11808,425.51,3945.0,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
645,11808,425.51,3945.0,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
646,11808,425.51,4246.0,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
647,11808,425.51,4246.0,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
648,11808,425.51,4704.0,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
649,11808,425.51,4704.0,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
650,2775,21.07,,,,,,,,,,,
651,55,11.3,4747.0,No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41
652,559,27.04,2471.0,Duke Nukem Forever,X360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84
653,559,27.04,2668.0,Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.77
654,559,27.04,4764.0,Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41
655,30,2.1,,,,,,,,,,,
656,29,3.15,2015.0,MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03
657,29,3.15,4844.0,MX vs. ATV Unleashed,XB,2005.0,Racing,THQ,0.32,0.07,0.0,0.01,0.4
658,461,31.89,2412.0,Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
659,461,31.89,3524.0,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57
660,461,31.89,4010.0,Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
661,461,31.89,4855.0,Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4
