#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep
10019399,11.8057204,54954.244191,0.0018,-1,0.0064,-1,1
8414159,11.9311328,54975.852889,0.2869,0.0498,0.016,0.0126,0.4999
2852560,11.9613082,54964.912445,0.2868,0.189,0.0135,0.0224,0.7143
7466863,11.9711385,54968.164226,0.0004,-1,0.0091,-1,1
10874226,11.9736249,54972.249779,0.0045,0.0035,0.0082,0.0127,0.4618
4949187,11.9773917,54997.748947,0.0008,-1,0.0861,-1,1
6301030,11.9911576,55000.247999,0.2516,0.2744,0.0209,0.0181,0.6933
4450976,12.044869,54956.109541,0.0018,0.0011,0.1115,0.2581,0.32
9579192,12.0835421,54960.531202,0.0442,0.0072,0.0248,0.0174,0.6857
5880320,12.1096393,54973.212603,0.0003,-1,0.0249,-1,1
7336754,12.1552451,54966.766309,0.0805,0.0282,0.0209,0.023,0.5084
10454401,12.1807225,54972.345207,0.3836,0.3148,0.0115,0.0234,0.5258
5771719,12.264877,54972.304212,0.0117,-1,0.0155,-1,1
4159347,12.2835553,54958.22766,0.0005,-1,0.0104,-1,1
11499757,12.3143985,54967.251422,0.3515,0.2739,0.0174,0.0227,0.6297
4847369,12.3500141,55001.737547,-0.0004,-1,0.2031,-1,1
8696442,12.3605529,54996.162544,-0.0003,-1,0.0833,-1,1
4860932,12.365356,54970.890452,0.0003,-1,0.0168,-1,1
8128067,12.429647,54966.771323,0.0003,-1,0.0215,-1,1
5385723,12.4449256,54998.013883,0.0552,0.0452,0.0853,0.0917,0.3902
6029130,12.591632,54967.742093,0.2848,0.2394,0.0149,0.0147,0.5071
8508485,12.5957956,55005.644464,0.0004,-1,0.0965,-1,1
8719419,12.6253361,54998.307222,0.0356,-1,0.0108,-1,1
5871918,12.6432974,54972.75983,0.2234,0.072,0.0148,0.0114,0.3978
11086270,12.691047,54970.126393,0.0003,-1,0.0142,-1,1
10002261,12.7137942,54957.216643,0.0384,-1,0.0084,-1,1
8891278,12.7187094,54993.273576,0.0079,-1,0.0064,-1,1
11820830,12.7318697,54959.000362,0.0114,-1,0.0113,-1,1
6137885,12.7900994,55003.383308,-0.0009,-1,0.1093,-1,1
8312222,12.8232756,54969.176413,0.1083,0.0795,0.0165,0.0187,0.5353
5115178,12.8517242,54965.838513,0.0404,0.0324,0.016,0.016,0.3667
9715939,12.8930288,55000.396998,0.0139,-1,0.0107,-1,1
9711769,12.9359091,54971.276518,-0.0001,-1,0.0405,-1,1
6867766,12.9647248,54969.142306,0.0034,-1,0.0053,-1,1
3953106,13.17437,54972.976076,0.1222,0.056,0.0235,0.0333,0.5004
6105491,13.2996383,56903.857649,-0.0001,-1,0.1191,-1,1
2307199,13.4471107,55006.176594,0.0014,-1,0.0094,-1,1
11568657,13.4760462,54973.942928,0.0009,-1,0.0705,-1,1
7840035,13.5421,55004.085454,0.0254,0.0042,0.0131,0.0125,0.2001
4359851,13.542328,55008.493886,-0.0002,-1,0.1395,-1,1
4165960,13.5491781,54970.130555,0,-1,0.0215,-1,1
6599919,13.6101053,54843.666732,0.0049,-1,0.0069,-1,1
6292925,13.6123475,54999.63755,0.0002,-1,0.1238,-1,1
11662440,13.6394573,55004.811546,0.0747,0.027,0.0086,0.0102,0.7048
6141791,13.6590347,54998.492254,-0.0002,-1,0.0759,-1,1
7373255,13.6611061,54997.976421,-0.0007,-1,0.1162,-1,1
10274244,13.6836897,54954.526463,0.1923,0.0112,0.0116,0.0153,0.4552
9474222,13.6917881,54966.790781,0.1054,0.0035,0.0161,0.0187,0.7112
6631721,13.7382835,54967.429814,0.0007,-1,0.0102,-1,1
11704044,13.7653453,55015.229115,0.3293,0.3297,0.0158,0.014,0.5009
6805146,13.7797021,54956.568667,0.0282,-1,0.0244,-1,1
3102024,13.7825215,54958.697369,0.219,0.1542,0.0202,0.0075,0.6986
9221398,13.78752,54955.973793,0.0119,-1,0.0071,-1,1
7350038,13.8299417,55004.470351,-0.0001,-1,0.0907,-1,1
11601584,13.9794853,54975.339319,0.0002,-1,0.0062,-1,1
1571511,14.022451,54954.504752,0.022,-1,0.026,-1,1
6109688,14.0867881,54959.199116,0.1073,0.0065,0.0271,0.014,0.5456
4466356,14.1281577,54998.374352,0.0002,-1,0.0077,-1,1
5398002,14.1531749,55009.793719,0.0002,-1,0.113,-1,1
6359798,14.1540383,54959.543281,0.0558,0.0233,0.0113,0.0084,0.2461
8703887,14.17098,55008.607704,0.0156,-1,0.0113,-1,1
12459731,14.1812065,55004.425248,0.1567,0.0384,0.0115,0.0153,0.4818
9509207,14.1998401,54954.547467,0.1957,0.1844,0.0155,0.0227,0.7346
6523216,14.3131559,54956.906624,0.0238,0.0009,0.028,0.0371,0.5289
6531496,14.3239139,55011.179978,0.0582,0.0149,0.0131,0.0156,0.4978
10936427,14.3610225,54971.842189,0.437,0.1686,0.0313,0.0347,0.5014
5942093,14.3873075,55008.011703,0.0014,-1,0.0059,-1,1
7037540,14.4059109,55294.236375,0.0336,-1,0.0161,-1,1
9243795,14.4431301,54957.947084,0.0403,0.0403,0.0203,0.4709,0
2437452,14.4699302,54974.81653,0.1178,0.0477,0.0196,0.0234,0.5005
10345478,14.498387,54972.184503,0.0032,-1,0.0105,-1,1
6286161,14.5417852,54999.765372,0.215,0.0753,0.0141,0.0272,0.4587
6286155,14.5418297,54999.666345,0.0041,0.0015,0.0139,0.0247,0.4595
9790355,14.5655477,55001.236851,0.0015,-1,0.0879,-1,1
11616594,14.5876122,54969.190695,0.3203,0.2586,0.0868,0.0835,0.4997
4252322,14.5915165,54970.075735,0.0013,-1,0.0033,-1,1
3339538,14.6580139,54958.816851,0.1206,-1,0.0074,-1,1
7200102,14.6657571,54972.573371,0.3155,0.1051,0.0084,0.0177,0.3403
12470041,14.6677416,54957.492552,0.029,-1,0.0065,-1,1
7943602,14.6920163,54967.665197,0.0207,0.0071,0.0642,0.068,0.4994
9344623,14.7594793,54972.781981,0.3367,0.3107,0.0223,0.019,0.4064
10592163,14.7629466,54966.772446,0.0777,0.039,0.0148,0.0118,0.6727
7118545,14.7972189,54977.695194,0.2575,0.0308,0.0189,0.014,0.6758
12251779,14.8442331,54967.233201,0.0894,0.0044,0.0188,0.0161,0.7409
8008128,14.8544154,54969.559016,0.081,0.0033,0.0132,0.0156,0.7552
5818706,14.9599406,55003.064617,0.0002,-1,0.0908,-1,1
3433668,15.0217983,54991.740114,0.0001,-1,0.0142,-1,1
5021732,15.0395069,54977.135482,0.0474,0.0474,0.0142,0.0129,0.5394
3655326,15.0665034,54973.654266,0.0803,0.0523,0.0139,0.0152,0.5673
4760746,15.0680733,54955.460027,0.0172,-1,0.0085,-1,1
8574270,15.1201897,54972.696614,0.0222,0.008,0.009,0.0108,0.6448
6290740,15.1518271,54994.495729,0.0002,-1,0.1898,-1,1
3240976,15.2388691,55002.377433,0.0006,-1,0.1166,-1,1
10659313,15.2493371,54961.412604,0.0347,-1,0.009,-1,1
4678171,15.2887092,54965.80532,0.4713,0.2273,0.0106,0.0108,0.4978
5286221,15.2959828,55004.348011,-0.0008,-1,0.1062,-1,1
7955301,15.3244193,54968.272901,0.0118,0.0074,0.0274,0.0368,0.518
11069176,15.3796149,54976.382555,0.0001,-1,0.016,-1,1
8678664,15.4204002,55012.776741,0.0137,-1,0.0054,-1,1
5396122,15.444304,54971.166582,0.0024,-1,0.0056,-1,1
8111622,15.4460592,54978.533359,0.3182,0.0282,0.0104,0.0135,0.1831
6147122,15.4514983,54959.763678,0.0004,0.0003,0.0083,0.0138,0.4794
6841577,15.5375346,54973.272656,0.2098,0.0171,0.0134,0.0174,0.4247
11768970,15.541353,54959.413777,0.0095,0.0009,0.006,0.0134,0.6549
3830820,15.582788,54968.114264,0.0415,0.0053,0.0084,0.0119,0.5639
11044779,15.6086226,55195.822728,0.0214,0.0079,0.0172,0.0109,0.7199
4372765,15.6398,55004.5354,0.246,0.1217,0.0153,0.0233,0.6705
9834257,15.6514391,55003.014878,0.0047,0.0039,0.0136,0.0149,0.6225
7601633,15.6638729,54964.731428,0.0056,-1,0.0055,-1,1
9965691,15.6831951,54965.930571,0,-1,0.0503,-1,1
9549472,15.7137908,54965.097158,0.0568,0.0062,0.0263,0.0164,0.3331
11824222,15.8413359,54978.459897,0.0212,-1,0.0046,-1,1
6233466,15.8733069,55008.613065,0.1697,0.0681,0.0182,0.0201,0.481
7377343,15.9089508,55000.294539,0.0065,0.0065,0.0154,0.0153,0.5001
2580872,15.9266276,54978.551299,0.2555,0.167,0.0157,0.0224,0.4659
9291748,15.9269941,55009.301059,0.3563,0.0159,0.0255,0.027,0.4886
11568987,15.9599451,55004.508731,0.0005,-1,0.0121,-1,1
11874338,15.9751769,55000.662796,0.0006,-1,0.009,-1,1
11408935,15.9950902,54980.304697,0.0482,-1,0.0225,-1,1
4078157,16.0246714,54960.327077,0.0122,-1,0.0098,-1,1
5796675,16.0806761,54967.517223,0.003,-1,0.0083,-1,1
9965206,16.2275503,55196.824579,0.1837,0.1536,0.0099,0.0117,0.5154
5622250,16.2942135,54976.192955,0.1661,0.0145,0.013,0.0145,0.299
8879427,16.3132849,54969.85316,0.0674,0.0018,0.0101,0.0103,0.7773
3729724,16.4187555,54999.176469,-0.0018,-1,0.0767,-1,1
6421188,16.4343542,54969.287716,0.0482,0.0022,0.0127,0.0166,0.3767
10485250,16.4697832,55013.886118,0.0072,-1,0.0241,-1,1
6448768,16.4867982,54981.090131,0.0531,0.004,0.0181,0.0336,0.394
8023317,16.5790023,54979.733478,0.0357,0.0016,0.0182,0.0167,0.6583
5979863,16.6218542,54966.551875,0.0574,0.0015,0.0095,0.01,0.5202
6847018,16.6621665,54958.523585,0.0275,-1,0.0085,-1,1
5735878,16.8320824,54966.17441,0.0527,0.0019,0.0198,0.0156,0.2429
7672068,16.8361771,55005.325304,-0.0009,-1,0.0837,-1,1
7987749,17.030854,54978.541993,0.0735,0.0338,0.0089,0.0101,0.4095
7751562,17.0421586,54975.425584,0.0538,0.0017,0.0187,0.0173,0.6264
8356054,17.0812314,55282.974394,0.2909,0.1248,0.0095,0.0149,0.5192
3342592,17.1773261,54969.191539,0.0249,-1,0.0195,-1,1
2719873,17.2792902,54968.273349,0.1642,0.0085,0.0106,0.0143,0.4989
9001468,17.3299655,54975.726452,0.2384,0.0582,0.0166,0.0072,0.3102
6842345,17.3816119,55010.171917,0.0552,-1,0.007,-1,1
6522750,17.4456414,54968.745463,0.2998,0.1523,0.0129,0.0137,0.5449
4044005,17.5119471,54954.747545,0.0041,-1,0.0041,-1,1
6131659,17.5278303,54960.041397,0.3205,0.1036,0.0114,0.0111,0.4998
8075618,17.5612071,54970.923039,0.0849,0.0856,0.0065,0.0064,0.5001
11187837,17.604587,54968.290311,0.0021,-1,0.0111,-1,1
5546761,17.6706523,54964.588566,0.0003,-1,0.0165,-1,1
4079530,17.7271,54994.771374,0.1285,0.0054,0.0091,0.0157,0.3628
3230787,17.7340523,54959.183688,0.1824,-1,0.0134,-1,1
6145939,17.7454139,55006.195223,0.0798,-1,0.0073,-1,1
12251650,17.7619949,54971.658491,0.0228,-1,0.0051,-1,1
7812175,17.7939247,55002.612666,0.0781,0.0173,0.0088,0.0095,0.4134
5807579,17.8443251,54966.693941,0.209,0.0413,0.0099,0.013,0.3378
12316447,17.9077,55008.519184,0.2335,0.0232,0.013,0.0124,0.7296
10198109,17.9187428,54979.392203,0.1261,0.0054,0.0094,0.0166,0.6628
8179747,17.9462768,54969.948861,0.0989,-1,0.0158,-1,1
5284262,17.9633117,55004.961964,-0.0005,-1,0.0548,-1,1
11923629,17.9732836,54995.52806,-0.0003,-1,0.1654,-1,1
7177553,17.9964667,54954.545842,0.0595,0.0483,0.0092,0.0095,0.7425
8151107,18.0013083,55010.277304,0.0002,-1,0.0927,-1,1
7624297,18.019652,54981.666613,0.1589,0.0098,0.0095,0.0103,0.507
10330495,18.0600812,54971.610227,0.0618,0.0082,0.0263,0.0225,0.4753
9896435,18.0767,54997.328488,0.0588,0.0145,0.007,0.0057,0.5073
4932691,18.1120792,54967.712673,0.1114,0.0376,0.0134,0.0107,0.2648
5876805,18.1730361,55188.230522,0.068,0.0065,0.0224,0.0186,0.3847
4545729,18.3835201,55011.690434,0.0003,-1,0.0728,-1,1
5702939,18.3982007,54996.298368,0.0002,-1,0.0111,-1,1
10992733,18.5259185,54977.194097,0.4053,0.2686,0.0113,0.0153,0.7177
6593363,18.5278243,54972.256833,0.0832,0.0034,0.0128,0.0202,0.5795
9278553,18.610095,54972.084282,0.0477,-1,0.0095,-1,1
5095269,18.6119616,54966.865286,0.1218,-1,0.0077,-1,1
2010607,18.632296,54974.489675,0.0006,-1,0.0603,-1,1
7021177,18.6453284,55017.497406,0.3756,0.2415,0.0074,0.0247,0.5542
9119405,18.6463233,54972.09116,0.2195,0.1881,0.0163,0.0208,0.2323
9838975,18.6928663,54976.832312,0.055,-1,0.0088,-1,1
10332789,18.7407263,54968.206431,0.1344,0.0058,0.0107,0.019,0.5553
8711548,18.778161,54982.814672,0.4551,0.2096,0.0141,0.0188,0.5998
6762829,18.7952663,54971.667903,0.0309,0.0009,0.0229,0.023,0.498
2437149,18.7987347,55008.621824,0.2338,0.1535,0.0131,0.019,0.4885
3341934,18.8394967,54970.768578,0.1923,0.0221,0.0102,0.0183,0.5222
11494130,18.9554142,54962.683855,0.0002,0.0006,0.0275,0.1216,0.0089
11572363,19.0277526,54998.473402,-0.0009,-1,0.0362,-1,1
3850086,19.1142466,55012.165119,0.0001,-1,0.1278,-1,1
12253490,19.1597425,54974.567551,0.0281,-1,0.0068,-1,1
10480982,19.221388,54979.108679,0.0706,-1,0.009,-1,1
9777062,19.2300378,54965.580711,0.2589,0.0331,0.0119,0.0164,0.5994
7375795,19.3007961,54966.359698,0.0002,-1,0.015,-1,1
10004546,19.3569135,54983.981414,-0.0004,-1,0.1113,-1,1
8690001,19.3592717,54986.633046,0.374,0.3435,0.0223,0.0164,0.3947
4649440,19.3707322,55000.046424,0.0006,-1,0.0039,-1,1
8702921,19.3843829,54970.214339,0.0052,0.0013,0.0484,0.2118,0.4438
10464078,19.4040168,54966.674182,0.0091,-1,0.0251,-1,1
10753734,19.4066925,54982.807075,0.3915,0.3268,0.0106,0.0129,0.8054
10711913,19.4080156,55007.204177,0.1342,0.0062,0.011,0.0084,0.4492
10518735,19.515,55008.246386,0.2077,0.1416,0.0084,0.0093,0.8147
5982353,19.563095,54967.353946,0.0133,-1,0.014,-1,1
11242721,19.651205,54973.099764,0.0126,-1,0.0115,-1,1
11235323,19.6684015,54965.523185,0.35,0.1291,0.0377,0.0384,0.4998
3547874,19.6921722,54999.266982,-0.0013,-1,0.0485,-1,1
8197761,19.73845,55011.448889,0.0049,-1,0.0075,-1,1
6117415,19.7416252,54969.445961,0.0847,-1,0.0056,-1,1
10489539,19.7638777,55006.636779,0,-1,0.0305,-1,1
4055765,19.932,55004.073161,0.0015,0.0013,0.0109,0.0112,0.5015
7436177,19.9335233,54996.882286,0.1646,0.0903,0.015,0.0175,0.4553
3734660,19.9421366,55004.352911,-0.0001,-1,0.0739,-1,1
9016295,19.974483,54984.654842,0.0384,0.002,0.0079,0.0077,0.6035
5130380,19.983,55009.918408,0.0326,-1,0.023,-1,1
4862625,20.0002491,54967.819337,0.0126,0.0012,0.0092,0.011,0.3927
5017127,20.0064041,54991.925594,0.0001,-1,0.0581,-1,1
9117416,20.0346008,54978.46625,0.0001,-1,0.02,-1,1
6449552,20.1488111,54968.810783,0.4776,0.102,0.0137,0.0083,0.4312
8912308,20.174443,55005.755725,-0.0007,-1,0.1786,-1,1
3749404,20.3063852,54981.16619,-0.0023,-1,0.064,-1,1
5872150,20.3551034,54967.645862,0.0272,-1,0.0113,-1,1
11506235,20.4130553,54973.016016,0.0893,0.0046,0.0075,0.0075,0.6529
9661869,20.4271,55009.775821,0.0957,-1,0.0059,-1,1
11869052,20.545495,54970.909481,0.0007,-1,0.0035,-1,1
9291629,20.686104,54967.618459,0.1909,-1,0.067,-1,1
11970288,20.7023187,55008.521606,0.001,0.001,0.081,0.4599,0
7105574,20.7260663,54976.200686,0.1112,0.0692,0.0111,0.0114,0.819
9284741,20.7292642,54974.226901,0.3224,0.3202,0.0077,0.0122,0.6779
9837578,20.733749,54965.84583,0.3582,0.2482,0.0115,0.0133,0.5057
9596089,20.83899,55008.172562,0.1374,-1,0.0051,-1,1
8569819,20.8499218,54970.557967,0.3131,0.1455,0.0229,0.0097,0.5029
10258558,20.8678557,54969.403096,0.072,0.0711,0.0113,0.0098,0.5135
7122259,20.882168,55292.799998,0.1779,0.101,0.0184,0.0189,0.6024
10602291,20.9273614,54972.324885,0.0079,-1,0.006,-1,1
8211605,20.979525,55001.675748,0.0087,-1,0.0067,-1,1
10228942,21.0254417,54960.196457,0.1095,-1,0.0111,-1,1
4247092,21.0564163,55004.129544,0.0011,-1,0.0031,-1,1
9786821,21.1200186,54962.007795,0.0116,-1,0.0038,-1,1
5091614,21.1424579,54971.390914,0.0681,0.0265,0.0092,0.0083,0.5919
9673173,21.29474,54980.095925,0.111,0.0939,0.0136,0.0128,0.8403
10319590,21.3204594,54965.716743,0.0238,0.0076,0.0128,0.015,0.506
6388770,21.3419702,55009.786615,0.0001,-1,0.0557,-1,1
5193386,21.3782936,54980.203835,0.2704,0.0778,0.0421,0.0461,0.496
2437505,21.476422,54982.261859,0.0341,-1,0.0088,-1,1
2697935,21.5133595,55008.46944,0.0024,-1,0.0044,-1,1
5460835,21.5392736,54977.153537,0.1357,0.0228,0.0087,0.0089,0.6028
9474969,21.5705056,54984.792516,0.1387,0.127,0.0251,0.0223,0.7567
1026957,21.7613058,54956.017106,0.0011,-1,0.0031,-1,1
4252226,21.8589584,54984.262196,0.1115,0.035,0.0102,0.0134,0.2096
5175668,21.8821152,55007.260809,0.0001,-1,0.1502,-1,1
4769799,21.9293139,54968.505532,0.0222,-1,0.0162,-1,1
7050060,22.044,55012.472816,-0.0001,-1,0.0578,-1,1
8167978,22.0527157,55006.605818,0.0134,0.0096,0.0089,0.0055,0.5843
11519226,22.1607147,54973.018008,0.0052,0.0047,0.0056,0.006,0.3817
11288684,22.2100629,54998.318341,-0.0001,-1,0.0583,-1,1
8322564,22.2588457,55005.671918,-0.0004,-1,0.1166,-1,1
11656302,22.2648087,54983.837403,0.0198,0.0014,0.016,0.0168,0.3992
4633434,22.2712087,54967.759142,0.1688,0.0105,0.0071,0.0108,0.483
11859811,22.3141477,54967.210262,0,-1,0.0756,-1,1
7975727,22.418315,54983.378958,0.0126,-1,0.0097,-1,1
8559863,22.4704963,54976.284087,0.0443,0.0363,0.0118,0.0119,0.4778
8364969,22.5719568,54978.033983,0.0755,-1,0.0062,-1,1
11506938,22.5747805,55004.625793,0.0011,-1,0.0519,-1,1
4649305,22.6511384,54973.336784,0.0025,-1,0.0059,-1,1
8210721,22.6728162,54971.142082,0.0663,0.0026,0.0111,0.0123,0.5834
10491544,22.7719842,54996.255223,0.0308,0.0267,0.0149,0.0163,0.7086
10491554,22.7721203,54996.216235,0.2405,0.1881,0.0124,0.0161,0.7082
12017140,22.8452421,54982.956652,0.048,0.0012,0.0092,0.0092,0.4492
4144236,22.9134572,54973.645777,0.2375,-1,0.0062,-1,1
8095275,23.0073495,54919.890796,0.0034,-1,0.0814,-1,1
4178389,23.2105233,54967.38524,0.0261,-1,0.0049,-1,1
6963171,23.3082187,54997.777557,-0.0004,-1,0.0492,-1,1
10418797,23.3553477,54979.477764,0.0379,-1,0.0069,-1,1
10616571,23.6731066,54969.956158,0.0242,-1,0.0272,-1,1
5986209,23.7379705,55297.374713,0.3368,0.0868,0.0055,0.0126,0.6304
9838060,23.8158285,55059.287573,0.0504,0.0046,0.0059,0.006,0.4542
6672229,23.8323739,55023.882992,0.2577,0.1535,0.0101,0.0148,0.5378
7837302,23.8371361,54982.935571,0.0286,-1,0.0088,-1,1
8823868,23.8761357,54988.008633,0.0058,0.002,0.0205,0.0153,0.4993
9097120,23.8996529,54974.182416,0.0204,-1,0.0056,-1,1
5090690,24.0233248,54961.588331,0.0132,0.0136,0.0062,0.0058,0.5001
9658118,24.0599949,55005.057346,0.4131,0.4119,0.014,0.0272,0.6022
3757588,24.0899809,54987.285063,0.0056,0.0016,0.0151,0.0148,0.5686
7821010,24.2382426,54969.615845,0.4208,0.3455,0.0059,0.0222,0.7637
7019489,24.259843,54965.481782,0.0013,-1,0.0061,-1,1
10849244,24.261683,54955.979284,0.1831,0.1543,0.0102,0.0115,0.3946
8027591,24.2744321,54994.397704,-0.0003,-1,0.0562,-1,1
5553652,24.3282319,54974.041196,0.0012,-1,0.0092,-1,1
6041734,24.3400239,54969.058105,0.0007,-1,0.0066,-1,1
8098728,24.485,55068.427936,0.0002,-1,0.0117,-1,1
9761882,24.5859785,55006.714634,0.0008,-1,0.0083,-1,1
11974540,24.6691944,54965.863261,0.0076,-1,0.0135,-1,1
3128793,24.6793813,54970.770924,0.008,-1,0.0285,-1,1
7670617,24.7038442,54969.128128,0.2601,0.0319,0.01,0.0117,0.6134
10268809,24.7089993,54971.999951,0.022,0.0184,0.0078,0.0079,0.6605
4950557,24.7147912,54957.777142,0.1996,0.0005,0.0069,0.275,0.5579
10215422,24.8470804,54987.126909,0.2907,0.0575,0.0104,0.0102,0.6833
4459068,24.9559946,54957.137809,0.0046,-1,0.0043,-1,1
11391755,25.1041145,54979.433856,0.0005,-1,0.0195,-1,1
5983348,25.1507843,54983.344883,0.0361,0.0058,0.011,0.0086,0.5047
7767733,25.198302,55202.008051,0.0705,0.0094,0.0074,0.0058,0.425
10616656,25.285262,54968.965447,0.0608,-1,0.0066,-1,1
7375348,25.3091256,54979.197244,0.0001,-1,0.0113,-1,1
12302391,25.3217327,54972.686018,0.1063,0.0735,0.0063,0.0126,0.4356
10664416,25.3221744,55022.17439,0.0009,-1,0.0908,-1,1
10651945,25.3669964,55022.547521,0.137,0.0527,0.0089,0.0076,0.7941
11502172,25.4319585,54968.617081,0.0439,0.0171,0.0075,0.0071,0.4424
11521048,25.7028687,54976.417479,0.0047,-1,0.0045,-1,1
4773155,25.7060003,54989.837466,0.4278,0.3464,0.0141,0.0067,0.6773
5553624,25.7620711,54972.733739,0.4126,0.2305,0.0188,0.0065,0.42
6147573,25.8368331,54970.363385,0.1215,0.1131,0.0097,0.0088,0.7266
3858949,25.9511387,54987.883881,0.0005,-1,0.0196,-1,1
3858884,25.9519309,54961.928697,0.3731,0.3025,0.0207,0.0293,0.7705
3858879,25.9523109,55013.750021,0.0028,0.0018,0.0166,0.0309,0.7698
8155584,26.017915,54990.299579,0.0331,0.0042,0.0067,0.0071,0.8621
5771961,26.0664367,55009.861435,-0.0005,-1,0.2377,-1,1
5217586,26.0688098,55080.403814,0.0007,-1,0.0102,-1,1
5129777,26.1585303,55001.264573,-0.0002,-1,0.0355,-1,1
7971389,26.3496135,54969.462453,0.0672,0.066,0.0046,0.0047,0.5
9016693,26.3680271,55002.583038,-0.0014,-1,0.0739,-1,1
8445775,26.5082709,54982.621176,0.043,0.0427,0.006,0.006,0.5
2720096,26.6746797,55003.029283,0,-1,0.0595,-1,1
7049486,26.718425,54971.05084,0.0705,0.0359,0.0104,0.0128,0.6732
4840327,26.7371326,54979.846591,0.0538,-1,0.0065,-1,1
6025124,26.8377244,54991.124338,0.0072,-1,0.0025,-1,1
9846348,26.8931569,55012.949002,0.0019,-1,0.0037,-1,1
5098444,26.9489863,54984.022681,0.0185,0.0027,0.0165,0.0321,0.6387
4931073,26.9512358,54956.971242,0.0836,0.0564,0.0108,0.0095,0.2472
6023859,27.0098782,55109.33776,0.0573,-1,0.003,-1,1
6042214,27.0462338,54977.908143,0.0009,-1,0.004,-1,1
12356914,27.3074554,54976.508322,0.3589,0.0543,0.0058,0.0146,0.5851
9632895,27.3220462,54965.424466,0.0821,0.0024,0.0084,0.0075,0.4961
5306720,27.3645235,54976.473523,0.0016,-1,0.0053,-1,1
11133313,27.4008932,54998.054769,-0.0001,-1,0.0715,-1,1
6146838,27.4672014,54976.671867,0.0661,-1,0.0054,-1,1
8415863,27.5337993,54980.240265,0.0459,0.0006,0.0052,0.0045,0.3604
9941387,27.6596084,54974.247137,0.2984,-1,0.0051,-1,1
4376644,27.6777043,54979.117929,0.0099,-1,0.0032,-1,1
8572936,27.7958079,54979.723069,0.3978,0.3878,0.0068,0.0185,0.6207
7668648,27.8185899,54963.315401,0.258,0.0697,0.0106,0.0374,0.5073
6775985,27.955,54994.306019,0.006,-1,0.0054,-1,1
4142768,27.991603,54992.650873,0.0137,0.0175,0.0097,0.0068,0.5008
8973000,28.0278725,54991.347496,0.2212,0.1904,0.0211,0.0085,0.6583
6504534,28.1625998,54976.717044,0.0349,0.0009,0.0042,0.004,0.5578
7837526,28.2972104,54970.233934,0.0219,-1,0.005,-1,1
11359305,28.4871148,54965.871514,0.0353,0.0126,0.0049,0.0072,0.2176
9847239,28.5078911,54965.792183,0.023,-1,0.0042,-1,1
2998124,28.5978844,54957.385528,0.0894,0.0027,0.0108,0.0131,0.4719
9426071,28.714204,54986.893812,0.0379,-1,0.0077,-1,1
8143170,28.785943,54970.113064,0.0509,0.0246,0.0197,0.0222,0.4652
7136958,29.0158532,55192.616323,0.1319,0.0643,0.011,0.0102,0.3758
10223616,29.1245827,54975.144652,0.0141,0.008,0.005,0.0054,0.4783
10030778,29.4731603,55194.203801,0.0112,0.009,0.0088,0.0075,0.5075
5621125,29.6,55010.236276,0.0006,-1,0.0091,-1,1
11769801,29.7082201,54984.647171,0.0003,-1,0.0851,-1,1
6307537,29.7445241,54960.659013,0.1787,0.0655,0.0321,0.0357,0.5032
6431670,29.911485,55097.476729,0.337,0.2971,0.0078,0.0098,0.2927
10320341,30.1146913,54991.528272,0.0824,-1,0.0067,-1,1
6778289,30.13015,54955.099947,0.263,0.1619,0.0154,0.0103,0.5335
3098194,30.4765309,54969.971978,0.2401,0.2486,0.0133,0.0216,0.6325
3340313,30.5537,55006.985602,0.05,-1,0.0063,-1,1
9957659,30.6945523,54988.747186,0.0179,-1,0.0068,-1,1
9957668,30.6953345,54958.024623,0.0833,-1,0.0071,-1,1
7023960,30.882537,54984.52955,0.0263,-1,0.0077,-1,1
4847843,30.9597261,55003.408791,0.0005,-1,0.0064,-1,1
4847832,30.9602366,54972.43416,0.3563,0.32,0.0073,0.0166,0.5402
6042663,30.9717687,54984.531429,0.217,0.0735,0.0092,0.0072,0.4514
4540632,31.0053991,54983.860796,0.5102,0.1497,0.0033,0.0183,0.4227
3938073,31.0243119,54960.840071,0.0921,0.0269,0.0087,0.0089,0.2335
10092506,31.0416748,54997.352307,0.0005,-1,0.1037,-1,1
9772531,31.2016886,54985.205319,0.0357,-1,0.0032,-1,1
8480642,31.5912217,54995.499925,0.0013,-1,0.0035,-1,1
12105785,31.9530294,54975.707431,0.0173,0.002,0.0092,0.0046,0.4525
8560861,31.9732325,54966.867732,0.0712,0.033,0.015,0.0154,0.5234
8560840,31.9738413,54966.854549,0.0009,-1,0.0182,-1,1
9418994,32.0038006,54969.49416,0.0161,0.0021,0.005,0.0075,0.5875
8183389,32.4403405,54975.254681,0.2682,0.0229,0.0047,0.006,0.7157
5255552,32.4486352,54970.636491,0.0677,0.0121,0.0146,0.0392,0.5546
7887124,32.4864272,54950.479755,-0.0001,-1,0.047,-1,1
10019763,32.5046964,55198.361969,0.0065,-1,0.003,-1,1
10857589,32.5325264,54980.076438,0.0882,0.0664,0.0172,0.023,0.5839
10352603,32.7789875,54992.973769,0.4107,0.3702,0.0102,0.0207,0.2739
11923819,33.1595125,54959.65199,0.2109,0.1078,0.0094,0.0123,0.3353
5629353,33.325,55016.172971,0.0067,-1,0.0092,-1,1
9596037,33.3556133,54990.757471,0.0003,-1,0.043,-1,1
