shell_radius,shell_thickness,gap_angle,shell_stiffness
5,0.1,130,491000000
5,0.1,140,413000000
5,0.1,150,327000000
5,0.1,160,263000000
5,0.1,170,213000000
5,0.1,180,160000000
5,0.11,10,12755000000
5,0.11,20,7138000000
5,0.11,30,4452000000
5,0.11,40,3256000000
5,0.11,50,2562000000
5,0.11,60,1971000000
5,0.11,70,1606000000
5,0.11,80,1352000000
5,0.11,90,1100000000
5,0.11,100,924000000
5,0.11,110,789000000
5,0.11,120,644000000
5,0.11,130,536000000
5,0.11,140,450000000
5,0.11,150,356000000
5,0.11,160,286000000
5,0.11,170,232000000
5,0.11,180,175000000
5,0.12,10,13831000000
5,0.12,20,7770000000
5,0.12,30,4857000000
5,0.12,40,3557000000
5,0.12,50,2800000000
5,0.12,60,2153000000
5,0.12,70,1753000000
5,0.12,80,1474000000
5,0.12,90,1198000000
5,0.12,100,1004000000
5,0.12,110,856000000
5,0.12,120,698000000
5,0.12,130,580000000
5,0.12,140,487000000
5,0.12,150,385000000
5,0.12,160,309000000
5,0.12,170,251000000
5,0.12,180,190000000
5,0.13,10,14903000000
5,0.13,20,8396000000
5,0.13,30,5260000000
5,0.13,40,3858000000
5,0.13,50,3038000000
5,0.13,60,2335000000
5,0.13,70,1900000000
5,0.13,80,1596000000
5,0.13,90,1294000000
5,0.13,100,1083000000
5,0.13,110,923000000
5,0.13,120,751000000
5,0.13,130,623000000
5,0.13,140,523000000
5,0.13,150,414000000
5,0.13,160,332000000
5,0.13,170,270000000
5,0.13,180,204000000
5,0.14,10,15949000000
5,0.14,20,9017000000
5,0.14,30,5663000000
5,0.14,40,4158000000
5,0.14,50,3274000000
5,0.14,60,2518000000
5,0.14,70,2047000000
5,0.14,80,1718000000
5,0.14,90,1391000000
5,0.14,100,1163000000
5,0.14,110,989000000
5,0.14,120,804000000
5,0.14,130,666000000
5,0.14,140,559000000
5,0.14,150,442000000
5,0.14,160,355000000
5,0.14,170,288000000
5,0.14,180,218000000
5,0.15,10,17007000000
5,0.15,20,9643000000
5,0.15,30,6061000000
5,0.15,40,4456000000
5,0.15,50,3511000000
5,0.15,60,2699000000
5,0.15,70,2194000000
5,0.15,80,1839000000
5,0.15,90,1487000000
5,0.15,100,1242000000
5,0.15,110,1055000000
5,0.15,120,856000000
5,0.15,130,709000000
5,0.15,140,594000000
5,0.15,150,470000000
5,0.15,160,378000000
5,0.15,170,307000000
5,0.15,180,232000000
